,orig_psnr,pred_psnr,orig_ssim,pred_ssim,max_error_orig,max_error_pred
0,50.763214,61.37535,0.6088564626040388,0.9537090265721139,0.013559915,0.013559915
1,50.74759,61.4999,0.6033421597489087,0.9586833216082074,0.01392313,0.01392313
2,50.753647,61.494797,0.6004665147524133,0.9563135555771101,0.014152898,0.014152898
3,50.79275,61.57714,0.5805986815936803,0.9471565621970328,0.014511307,0.014511307
4,50.799946,61.69197,0.5649973819305474,0.9441343384719195,0.014390034,0.014390034
5,50.83946,61.603394,0.5484972935486908,0.9336432617118515,0.014698188,0.014698188
6,50.819935,61.620712,0.5462963293785041,0.9361515255421627,0.014820999,0.014820999
7,50.79283,61.463276,0.5577914894163627,0.9418073608697067,0.01460844,0.01460844
8,50.79182,61.27622,0.5689346740300573,0.9401270431747337,0.014462733,0.014462733
9,50.794067,61.136448,0.5843474484197881,0.9396709859534835,0.0145950215,0.0145950215
10,50.77877,61.0728,0.595017681622556,0.9440067836161393,0.014362903,0.014362903
11,50.769115,61.114197,0.594155484517863,0.9458571941017915,0.014281321,0.014281321
12,50.757107,61.145706,0.5950888640821723,0.9485748733336291,0.014035439,0.014035439
13,50.75494,61.181,0.5921601004479035,0.9499300232911793,0.014018641,0.014018641
14,50.74696,61.09836,0.592313181743817,0.9515034962848399,0.01425063,0.01425063
15,50.738422,60.968,0.5978797396460684,0.9531369228198411,0.014444938,0.014444938
16,50.74163,61.039585,0.5949484616137706,0.953106209088133,0.01445511,0.01445511
17,50.742626,61.11322,0.5924559969385081,0.9545418478766162,0.014349627,0.014349627
18,50.739403,61.14981,0.5870048648047991,0.9545975561270915,0.0143862665,0.0143862665
19,50.75033,61.142643,0.5806734642866822,0.9527434425162007,0.014395155,0.014395155
20,50.75312,61.21144,0.5749076808976606,0.9522460901709502,0.01440134,0.01440134
21,50.756298,61.207336,0.5730401534079609,0.9511825822572976,0.014543795,0.014543795
22,50.756073,61.211514,0.5716221024798374,0.951109487869489,0.014503803,0.014503803
23,50.758408,61.22243,0.5661925091277329,0.9499650123779928,0.014523405,0.014523405
24,50.7552,61.31661,0.564175940122824,0.9505697488952439,0.014974767,0.014974767
25,50.75639,61.46454,0.5564878061437135,0.9518992293470147,0.014754468,0.014754468
26,50.760925,61.59031,0.5486908800838203,0.9513413919002409,0.014628045,0.014628045
27,50.769,61.854015,0.5397099017802695,0.9510223054663937,0.014616905,0.014616905
28,50.774216,61.990593,0.5320742338714134,0.9501479587046555,0.014393094,0.014393094
29,50.770493,62.146347,0.5272165500099173,0.952962318876675,0.014229535,0.014229535
30,50.77301,62.23684,0.5261625107502311,0.9537640017947665,0.0142209595,0.0142209595
31,50.766136,62.19394,0.5280175097377556,0.9547423994762879,0.014299446,0.014299446
32,50.76335,62.213615,0.527650158525669,0.9563773928532407,0.014163625,0.014163625
33,50.759727,62.25318,0.5294343479679725,0.9579613125077038,0.01414821,0.01414821
34,50.752655,62.224957,0.5306768958155228,0.9586752729555635,0.014102988,0.014102988
35,50.74923,62.281487,0.5318450945697429,0.9601963661106516,0.013987083,0.013987083
36,50.743412,62.268326,0.5337059582620299,0.9611902460364387,0.014093709,0.014093709
37,50.742363,62.32145,0.5343155760470913,0.9622186211915095,0.014127266,0.014127266
38,50.73761,62.369072,0.5370665224658983,0.9633061618715333,0.013889602,0.013889602
39,50.73083,62.35562,0.5418168256957011,0.9642810452549664,0.013889391,0.013889391
40,50.725517,62.319363,0.5492249297155535,0.9656884120324192,0.01372158,0.01372158
41,50.720318,62.26794,0.5569197956874308,0.9669480591918284,0.013806391,0.013806391
42,50.7174,62.228683,0.5633424753246277,0.9679057317979215,0.01375818,0.01375818
43,50.717335,62.2388,0.5626843875213773,0.9684311180610631,0.013427357,0.013427357
44,50.71502,62.174595,0.5674920078609008,0.9687880375365583,0.013185293,0.013185293
45,50.70542,61.963776,0.5816111836275937,0.9694473642150262,0.013023022,0.013023022
46,50.70144,61.793808,0.5907408638211227,0.9690876518438288,0.012791811,0.012791811
47,50.694473,61.544624,0.6049713093494359,0.9697470594698226,0.012639424,0.012639424
